<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.12	22:45:00	1.14456	1.14506	1.14453	1.14500	360	0	0
2022.01.12	23:00:00	1.14500	1.14505	1.14480	1.14486	223	0	0
2022.01.12	23:15:00	1.14486	1.14492	1.14453	1.14460	191	0	0
2022.01.12	23:30:00	1.14460	1.14464	1.14427	1.14431	218	0	0
2022.01.12	23:45:00	1.14431	1.14442	1.14398	1.14414	264	0	0
2022.01.13	00:00:00	1.14420	1.14420	1.14400	1.14404	64	0	8
2022.01.13	00:15:00	1.14405	1.14414	1.14402	1.14405	50	0	13
2022.01.13	00:30:00	1.14405	1.14409	1.14404	1.14404	50	0	7
2022.01.13	00:45:00	1.14405	1.14406	1.14400	1.14406	31	0	7
2022.01.13	01:00:00	1.14406	1.14440	1.14401	1.14434	198	0	0
2022.01.13	01:15:00	1.14434	1.14444	1.14424	1.14437	157	0	0
2022.01.13	01:30:00	1.14437	1.14449	1.14422	1.14428	178	0	0
2022.01.13	01:45:00	1.14427	1.14427	1.14396	1.14396	135	0	0
2022.01.13	02:00:00	1.14395	1.14481	1.14393	1.14436	430	0	0
2022.01.13	02:15:00	1.14436	1.14444	1.14404	1.14409	270	0	0
2022.01.13	02:30:00	1.14409	1.14437	1.14409	1.14426	223	0	0
2022.01.13	02:45:00	1.14427	1.14457	1.14402	1.14414	317	0	0
2022.01.13	03:00:00	1.14415	1.14441	1.14413	1.14428	306	0	0
2022.01.13	03:15:00	1.14428	1.14430	1.14396	1.14409	303	0	0
2022.01.13	03:30:00	1.14409	1.14440	1.14408	1.14438	238	0	0
2022.01.13	03:45:00	1.14437	1.14450	1.14360	1.14390	412	0	0
2022.01.13	04:00:00	1.14390	1.14425	1.14383	1.14425	284	0	0
2022.01.13	04:15:00	1.14425	1.14460	1.14420	1.14423	216	0	0
2022.01.13	04:30:00	1.14424	1.14444	1.14413	1.14444	169	0	0
2022.01.13	04:45:00	1.14444	1.14450	1.14421	1.14421	188	0	0
2022.01.13	05:00:00	1.14421	1.14421	1.14359	1.14400	316	0	0
2022.01.13	05:15:00	1.14399	1.14428	1.14391	1.14392	192	0	0
2022.01.13	05:30:00	1.14390	1.14412	1.14387	1.14412	152	0	0
2022.01.13	05:45:00	1.14411	1.14434	1.14406	1.14422	185	0	0
2022.01.13	06:00:00	1.14423	1.14440	1.14423	1.14435	137	0	0
2022.01.13	06:15:00	1.14438	1.14458	1.14436	1.14458	117	0	0
2022.01.13	06:30:00	1.14457	1.14457	1.14427	1.14434	172	0	0
2022.01.13	06:45:00	1.14434	1.14474	1.14423	1.14424	166	0	0
2022.01.13	07:00:00	1.14424	1.14437	1.14418	1.14433	145	0	0
2022.01.13	07:15:00	1.14433	1.14449	1.14429	1.14438	161	0	0
2022.01.13	07:30:00	1.14438	1.14458	1.14433	1.14453	167	0	0
2022.01.13	07:45:00	1.14452	1.14463	1.14407	1.14412	207	0	0
2022.01.13	08:00:00	1.14413	1.14431	1.14406	1.14406	233	0	0
2022.01.13	08:15:00	1.14407	1.14425	1.14401	1.14412	180	0	0
2022.01.13	08:30:00	1.14412	1.14422	1.14402	1.14412	196	0	0
2022.01.13	08:45:00	1.14412	1.14413	1.14385	1.14386	304	0	0
2022.01.13	09:00:00	1.14386	1.14436	1.14386	1.14428	460	0	0
2022.01.13	09:15:00	1.14428	1.14512	1.14428	1.14511	571	0	0
2022.01.13	09:30:00	1.14510	1.14663	1.14499	1.14637	893	0	0
2022.01.13	09:45:00	1.14637	1.14665	1.14619	1.14646	642	0	0
2022.01.13	10:00:00	1.14648	1.14750	1.14623	1.14746	1015	0	0
2022.01.13	10:15:00	1.14744	1.14784	1.14691	1.14738	749	0	0
2022.01.13	10:30:00	1.14737	1.14761	1.14668	1.14674	772	0	0
2022.01.13	10:45:00	1.14674	1.14733	1.14655	1.14664	584	0	0
2022.01.13	11:00:00	1.14663	1.14677	1.14584	1.14655	773	0	0
2022.01.13	11:15:00	1.14655	1.14719	1.14651	1.14700	657	0	0
2022.01.13	11:30:00	1.14701	1.14708	1.14642	1.14702	531	0	0
2022.01.13	11:45:00	1.14702	1.14749	1.14690	1.14714	683	0	0
2022.01.13	12:00:00	1.14714	1.14776	1.14660	1.14757	781	0	0
2022.01.13	12:15:00	1.14758	1.14760	1.14598	1.14630	738	0	0
2022.01.13	12:30:00	1.14630	1.14700	1.14574	1.14614	758	0	0
2022.01.13	12:45:00	1.14617	1.14627	1.14593	1.14608	476	0	0
2022.01.13	13:00:00	1.14608	1.14648	1.14585	1.14606	488	0	0
2022.01.13	13:15:00	1.14606	1.14698	1.14606	1.14628	771	0	0
2022.01.13	13:30:00	1.14628	1.14643	1.14596	1.14630	545	0	0
2022.01.13	13:45:00	1.14629	1.14654	1.14599	1.14626	551	0	0
2022.01.13	14:00:00	1.14628	1.14628	1.14534	1.14540	758	0	0
2022.01.13	14:15:00	1.14542	1.14678	1.14539	1.14672	647	0	0
2022.01.13	14:30:00	1.14669	1.14698	1.14644	1.14682	625	0	0
2022.01.13	14:45:00	1.14682	1.14688	1.14565	1.14586	783	0	0
2022.01.13	15:00:00	1.14586	1.14677	1.14586	1.14618	787	0	0
2022.01.13	15:15:00	1.14618	1.14652	1.14594	1.14642	752	0	0
2022.01.13	15:30:00	1.14643	1.14689	1.14580	1.14638	1332	0	0
2022.01.13	15:45:00	1.14637	1.14717	1.14636	1.14717	960	0	0
2022.01.13	16:00:00	1.14721	1.14771	1.14686	1.14744	987	0	0
2022.01.13	16:15:00	1.14743	1.14780	1.14711	1.14716	785	0	0
2022.01.13	16:30:00	1.14717	1.14816	1.14712	1.14776	922	0	0
2022.01.13	16:45:00	1.14777	1.14800	1.14684	1.14738	1069	0	0
2022.01.13	17:00:00	1.14740	1.14773	1.14678	1.14766	902	0	0
2022.01.13	17:15:00	1.14766	1.14776	1.14559	1.14561	1058	0	0
2022.01.13	17:30:00	1.14564	1.14578	1.14476	1.14546	1219	0	0
2022.01.13	17:45:00	1.14543	1.14614	1.14472	1.14606	1471	0	0
2022.01.13	18:00:00	1.14606	1.14674	1.14569	1.14631	1168	0	0
2022.01.13	18:15:00	1.14632	1.14719	1.14620	1.14674	787	0	0
2022.01.13	18:30:00	1.14676	1.14707	1.14670	1.14682	530	0	0
2022.01.13	18:45:00	1.14683	1.14684	1.14608	1.14654	648	0	0
2022.01.13	19:00:00	1.14655	1.14674	1.14602	1.14665	532	0	0
2022.01.13	19:15:00	1.14665	1.14667	1.14551	1.14619	770	0	0
2022.01.13	19:30:00	1.14619	1.14639	1.14602	1.14618	423	0	0
2022.01.13	19:45:00	1.14618	1.14633	1.14574	1.14614	494	0	0
2022.01.13	20:00:00	1.14614	1.14664	1.14605	1.14647	583	0	0
2022.01.13	20:15:00	1.14648	1.14664	1.14616	1.14620	384	0	0
2022.01.13	20:30:00	1.14619	1.14648	1.14596	1.14601	309	0	0
2022.01.13	20:45:00	1.14603	1.14604	1.14578	1.14588	371	0	0
2022.01.13	21:00:00	1.14588	1.14650	1.14576	1.14635	294	0	0
2022.01.13	21:15:00	1.14636	1.14654	1.14611	1.14619	325	0	0
2022.01.13	21:30:00	1.14620	1.14635	1.14607	1.14628	384	0	0
2022.01.13	21:45:00	1.14628	1.14644	1.14608	1.14617	565	0	0
2022.01.13	22:00:00	1.14617	1.14624	1.14558	1.14558	589	0	0
2022.01.13	22:15:00	1.14558	1.14581	1.14543	1.14581	347	0	0
2022.01.13	22:30:00	1.14580	1.14590	1.14555	1.14569	283	0	0
2022.01.13	22:45:00	1.14569	1.14569	1.14509	1.14523	458	0	0
2022.01.13	23:00:00	1.14516	1.14558	1.14512	1.14547	273	0	0
2022.01.13	23:15:00	1.14547	1.14547	1.14527	1.14536	120	0	0
2022.01.13	23:30:00	1.14538	1.14552	1.14537	1.14545	114	0	0
2022.01.13	23:45:00	1.14546	1.14554	1.14536	1.14545	167	0	0
2022.01.14	00:00:00	1.14547	1.14550	1.14542	1.14548	81	0	3
2022.01.14	00:15:00	1.14548	1.14571	1.14544	1.14563	106	0	8
2022.01.14	00:30:00	1.14565	1.14575	1.14547	1.14547	173	0	8
2022.01.14	00:45:00	1.14547	1.14557	1.14547	1.14554	193	0	19
2022.01.14	01:00:00	1.14554	1.14570	1.14545	1.14568	101	0	0
2022.01.14	01:15:00	1.14572	1.14572	1.14552	1.14555	194	0	0
2022.01.14	01:30:00	1.14556	1.14594	1.14555	1.14592	153	0	0
2022.01.14	01:45:00	1.14592	1.14594	1.14555	1.14566	161	0	0
2022.01.14	02:00:00	1.14566	1.14573	1.14536	1.14547	281	0	0
2022.01.14	02:15:00	1.14546	1.14569	1.14541	1.14551	264	0	0
2022.01.14	02:30:00	1.14552	1.14556	1.14527	1.14540	138	0	0
2022.01.14	02:45:00	1.14540	1.14588	1.14513	1.14565	420	0	0
2022.01.14	03:00:00	1.14564	1.14617	1.14563	1.14599	446	0	0
2022.01.14	03:15:00	1.14595	1.14641	1.14583	1.14641	373	0	0
2022.01.14	03:30:00	1.14641	1.14682	1.14631	1.14670	419	0	0
2022.01.14	03:45:00	1.14670	1.14682	1.14651	1.14662	293	0	0
2022.01.14	04:00:00	1.14662	1.14680	1.14648	1.14663	305	0	0
2022.01.14	04:15:00	1.14663	1.14681	1.14627	1.14635	429	0	0
2022.01.14	04:30:00	1.14634	1.14663	1.14633	1.14653	275	0	0
2022.01.14	04:45:00	1.14652	1.14713	1.14641	1.14713	380	0	0
2022.01.14	05:00:00	1.14713	1.14713	1.14691	1.14712	194	0	0
2022.01.14	05:15:00	1.14712	1.14758	1.14712	1.14744	259	0	0
2022.01.14	05:30:00	1.14744	1.14754	1.14713	1.14753	275	0	0
2022.01.14	05:45:00	1.14752	1.14755	1.14727	1.14738	199	0	0
2022.01.14	06:00:00	1.14739	1.14744	1.14712	1.14723	203	0	0
2022.01.14	06:15:00	1.14723	1.14763	1.14723	1.14756	269	0	0
2022.01.14	06:30:00	1.14756	1.14763	1.14728	1.14762	181	0	0
2022.01.14	06:45:00	1.14763	1.14767	1.14727	1.14738	124	0	0
2022.01.14	07:00:00	1.14737	1.14766	1.14737	1.14761	177	0	0
2022.01.14	07:15:00	1.14762	1.14788	1.14752	1.14756	258	0	0
2022.01.14	07:30:00	1.14757	1.14829	1.14752	1.14809	276	0	0
2022.01.14	07:45:00	1.14808	1.14815	1.14784	1.14789	274	0	0
2022.01.14	08:00:00	1.14790	1.14804	1.14774	1.14777	291	0	0
2022.01.14	08:15:00	1.14779	1.14806	1.14765	1.14778	292	0	0
2022.01.14	08:30:00	1.14781	1.14792	1.14762	1.14779	250	0	0
2022.01.14	08:45:00	1.14779	1.14782	1.14692	1.14699	401	0	0
2022.01.14	09:00:00	1.14699	1.14722	1.14648	1.14650	507	0	0
2022.01.14	09:15:00	1.14650	1.14651	1.14603	1.14642	523	0	0
2022.01.14	09:30:00	1.14638	1.14698	1.14631	1.14698	643	0	0
2022.01.14	09:45:00	1.14697	1.14723	1.14647	1.14659	600	0	0
2022.01.14	10:00:00	1.14659	1.14709	1.14624	1.14701	795	0	0
2022.01.14	10:15:00	1.14701	1.14726	1.14670	1.14683	677	0	0
2022.01.14	10:30:00	1.14683	1.14746	1.14649	1.14719	726	0	0
2022.01.14	10:45:00	1.14715	1.14745	1.14651	1.14682	796	0	0
2022.01.14	11:00:00	1.14680	1.14690	1.14620	1.14633	635	0	0
2022.01.14	11:15:00	1.14633	1.14682	1.14586	1.14620	725	0	0
2022.01.14	11:30:00	1.14620	1.14679	1.14603	1.14620	644	0	0
2022.01.14	11:45:00	1.14615	1.14620	1.14573	1.14583	678	0	0
2022.01.14	12:00:00	1.14583	1.14603	1.14560	1.14603	488	0	0
2022.01.14	12:15:00	1.14603	1.14604	1.14555	1.14585	394	0	0
2022.01.14	12:30:00	1.14585	1.14611	1.14570	1.14574	437	0	0
2022.01.14	12:45:00	1.14574	1.14599	1.14542	1.14570	427	0	0
2022.01.14	13:00:00	1.14569	1.14586	1.14553	1.14584	409	0	0
2022.01.14	13:15:00	1.14583	1.14592	1.14532	1.14536	397	0	0
2022.01.14	13:30:00	1.14536	1.14542	1.14485	1.14510	486	0	0
2022.01.14	13:45:00	1.14512	1.14552	1.14493	1.14522	586	0	0
2022.01.14	14:00:00	1.14521	1.14562	1.14514	1.14531	724	0	0
2022.01.14	14:15:00	1.14534	1.14535	1.14420	1.14433	687	0	0
2022.01.14	14:30:00	1.14433	1.14510	1.14420	1.14498	674	0	0
2022.01.14	14:45:00	1.14496	1.14501	1.14422	1.14438	731	0	0
2022.01.14	15:00:00	1.14438	1.14504	1.14436	1.14466	854	0	0
2022.01.14	15:15:00	1.14465	1.14477	1.14413	1.14444	860	0	0
2022.01.14	15:30:00	1.14444	1.14552	1.14366	1.14489	1788	0	0
2022.01.14	15:45:00	1.14490	1.14511	1.14335	1.14382	1490	0	0
2022.01.14	16:00:00	1.14382	1.14500	1.14354	1.14496	1299	0	0
2022.01.14	16:15:00	1.14496	1.14496	1.14302	1.14368	1308	0	0
2022.01.14	16:30:00	1.14364	1.14456	1.14312	1.14449	1493	0	0
2022.01.14	16:45:00	1.14449	1.14453	1.14370	1.14420	1288	0	0
2022.01.14	17:00:00	1.14421	1.14424	1.14246	1.14327	1566	0	0
2022.01.14	17:15:00	1.14328	1.14338	1.14240	1.14282	1172	0	0
2022.01.14	17:30:00	1.14283	1.14318	1.14241	1.14268	1148	0	0
2022.01.14	17:45:00	1.14266	1.14346	1.14266	1.14333	1208	0	0
2022.01.14	18:00:00	1.14332	1.14359	1.14286	1.14293	914	0	0
2022.01.14	18:15:00	1.14292	1.14301	1.14207	1.14207	864	0	0
2022.01.14	18:30:00	1.14206	1.14213	1.14152	1.14154	747	0	0
2022.01.14	18:45:00	1.14154	1.14155	1.14092	1.14144	718	0	0
2022.01.14	19:00:00	1.14144	1.14144	1.14076	1.14084	617	0	0
2022.01.14	19:15:00	1.14089	1.14106	1.14032	1.14064	715	0	0
2022.01.14	19:30:00	1.14064	1.14084	1.14032	1.14036	453	0	0
2022.01.14	19:45:00	1.14037	1.14051	1.13986	1.14022	630	0	0
2022.01.14	20:00:00	1.14022	1.14080	1.14013	1.14067	496	0	0
2022.01.14	20:15:00	1.14067	1.14102	1.14067	1.14088	352	0	0
2022.01.14	20:30:00	1.14088	1.14114	1.14084	1.14104	269	0	0
2022.01.14	20:45:00	1.14104	1.14113	1.14081	1.14099	242	0	0
2022.01.14	21:00:00	1.14098	1.14106	1.14069	1.14098	275	0	0
2022.01.14	21:15:00	1.14100	1.14119	1.14093	1.14118	212	0	0
2022.01.14	21:30:00	1.14119	1.14163	1.14113	1.14161	386	0	0
2022.01.14	21:45:00	1.14162	1.14177	1.14132	1.14153	434	0	0
2022.01.14	22:00:00	1.14153	1.14179	1.14140	1.14166	476	0	0
2022.01.14	22:15:00	1.14166	1.14167	1.14150	1.14152	189	0	0
2022.01.14	22:30:00	1.14152	1.14164	1.14140	1.14142	213	0	0
2022.01.14	22:45:00	1.14142	1.14174	1.14132	1.14148	320	0	0
2022.01.14	23:00:00	1.14150	1.14155	1.14124	1.14137	318	0	0
2022.01.14	23:15:00	1.14138	1.14159	1.14125	1.14130	314	0	0
2022.01.14	23:30:00	1.14130	1.14150	1.14125	1.14139	172	0	0
2022.01.14	23:45:00	1.14139	1.14170	1.14135	1.14164	263	0	0
2022.01.17	00:00:00	1.14135	1.14143	1.14116	1.14143	65	0	41
2022.01.17	00:15:00	1.14141	1.14144	1.14129	1.14134	58	0	37
2022.01.17	00:30:00	1.14134	1.14139	1.14132	1.14137	79	0	40
2022.01.17	00:45:00	1.14136	1.14140	1.14136	1.14139	70	0	38
2022.01.17	01:00:00	1.14146	1.14164	1.14059	1.14086	380	0	0
2022.01.17	01:15:00	1.14086	1.14106	1.14059	1.14103	324	0	0
2022.01.17	01:30:00	1.14103	1.14135	1.14097	1.14130	224	0	0
2022.01.17	01:45:00	1.14130	1.14130	1.14088	1.14114	233	0	0
2022.01.17	02:00:00	1.14114	1.14118	1.14041	1.14046	356	0	0
2022.01.17	02:15:00	1.14047	1.14065	1.14035	1.14045	260	0	0
2022.01.17	02:30:00	1.14046	1.14081	1.14040	1.14057	247	0	0
2022.01.17	02:45:00	1.14058	1.14093	1.14052	1.14076	290	0	0
2022.01.17	03:00:00	1.14077	1.14088	1.14057	1.14076	397	0	0
2022.01.17	03:15:00	1.14072	1.14072	1.14018	1.14030	334	0	0
2022.01.17	03:30:00	1.14029	1.14070	1.14000	1.14061	416	0	0
2022.01.17	03:45:00	1.14060	1.14062	1.14036	1.14046	255	0	0
2022.01.17	04:00:00	1.14046	1.14074	1.14038	1.14072	291	0	0
2022.01.17	04:15:00	1.14069	1.14092	1.14055	1.14082	206	0	0
2022.01.17	04:30:00	1.14083	1.14132	1.14082	1.14126	228	0	0
2022.01.17	04:45:00	1.14125	1.14178	1.14125	1.14160	314	0	0
2022.01.17	05:00:00	1.14159	1.14170	1.14144	1.14154	238	0	0
2022.01.17	05:15:00	1.14154	1.14170	1.14148	1.14163	144	0	0
2022.01.17	05:30:00	1.14162	1.14185	1.14162	1.14178	135	0	0
2022.01.17	05:45:00	1.14178	1.14198	1.14178	1.14184	110	0	0
2022.01.17	06:00:00	1.14184	1.14196	1.14180	1.14196	110	0	0
2022.01.17	06:15:00	1.14195	1.14208	1.14164	1.14164	131	0	0
2022.01.17	06:30:00	1.14164	1.14214	1.14164	1.14212	156	0	0
2022.01.17	06:45:00	1.14212	1.14214	1.14188	1.14190	151	0	0
2022.01.17	07:00:00	1.14193	1.14198	1.14166	1.14180	176	0	0
2022.01.17	07:15:00	1.14180	1.14203	1.14179	1.14196	130	0	0
2022.01.17	07:30:00	1.14196	1.14212	1.14178	1.14201	189	0	0
2022.01.17	07:45:00	1.14200	1.14226	1.14182	1.14190	243	0	0
2022.01.17	08:00:00	1.14191	1.14206	1.14165	1.14169	252	0	0
2022.01.17	08:15:00	1.14169	1.14169	1.14136	1.14150	154	0	0
2022.01.17	08:30:00	1.14150	1.14164	1.14140	1.14144	145	0	0
2022.01.17	08:45:00	1.14144	1.14150	1.14120	1.14126	193	0	0
2022.01.17	09:00:00	1.14125	1.14197	1.14124	1.14182	430	0	0
2022.01.17	09:15:00	1.14182	1.14234	1.14171	1.14231	357	0	0
2022.01.17	09:30:00	1.14232	1.14281	1.14226	1.14264	484	0	0
2022.01.17	09:45:00	1.14265	1.14266	1.14236	1.14252	400	0	0
2022.01.17	10:00:00	1.14250	1.14279	1.14218	1.14234	593	0	0
2022.01.17	10:15:00	1.14234	1.14297	1.14228	1.14282	532	0	0
2022.01.17	10:30:00	1.14282	1.14344	1.14279	1.14340	485	0	0
2022.01.17	10:45:00	1.14340	1.14340	1.14260	1.14283	593	0	0
2022.01.17	11:00:00	1.14284	1.14331	1.14272	1.14305	528	0	0
2022.01.17	11:15:00	1.14305	1.14324	1.14230	1.14233	579	0	0
2022.01.17	11:30:00	1.14235	1.14265	1.14186	1.14196	682	0	0
2022.01.17	11:45:00	1.14196	1.14252	1.14172	1.14238	566	0	0
2022.01.17	12:00:00	1.14238	1.14256	1.14218	1.14242	444	0	0
2022.01.17	12:15:00	1.14242	1.14256	1.14182	1.14182	330	0	0
2022.01.17	12:30:00	1.14182	1.14193	1.14150	1.14170	374	0	0
2022.01.17	12:45:00	1.14171	1.14212	1.14160	1.14201	401	0	0
2022.01.17	13:00:00	1.14201	1.14249	1.14196	1.14230	443	0	0
2022.01.17	13:15:00	1.14230	1.14266	1.14215	1.14244	496	0	0
2022.01.17	13:30:00	1.14244	1.14244	1.14078	1.14107	558	0	0
2022.01.17	13:45:00	1.14108	1.14175	1.14064	1.14142	671	0	0
2022.01.17	14:00:00	1.14142	1.14166	1.14104	1.14114	493	0	0
2022.01.17	14:15:00	1.14114	1.14132	1.14063	1.14116	596	0	0
2022.01.17	14:30:00	1.14116	1.14116	1.14061	1.14072	497	0	0
2022.01.17	14:45:00	1.14072	1.14108	1.13952	1.13964	680	0	0
2022.01.17	15:00:00	1.13965	1.14061	1.13965	1.14033	655	0	0
2022.01.17	15:15:00	1.14030	1.14032	1.13919	1.13970	634	0	0
2022.01.17	15:30:00	1.13970	1.14011	1.13923	1.13988	652	0	0
2022.01.17	15:45:00	1.13990	1.14037	1.13974	1.14016	743	0	0
2022.01.17	16:00:00	1.14016	1.14086	1.13956	1.14029	666	0	0
2022.01.17	16:15:00	1.14030	1.14067	1.14004	1.14038	563	0	0
2022.01.17	16:30:00	1.14038	1.14134	1.14031	1.14129	630	0	0
2022.01.17	16:45:00	1.14128	1.14147	1.14102	1.14116	732	0	0
2022.01.17	17:00:00	1.14116	1.14117	1.14013	1.14038	744	0	0
2022.01.17	17:15:00	1.14037	1.14057	1.13970	1.13996	536	0	0
2022.01.17	17:30:00	1.13996	1.14054	1.13983	1.14028	598	0	0
2022.01.17	17:45:00	1.14027	1.14048	1.13995	1.14040	827	0	0
2022.01.17	18:00:00	1.14041	1.14074	1.14008	1.14039	597	0	0
2022.01.17	18:15:00	1.14038	1.14085	1.14027	1.14066	385	0	0
2022.01.17	18:30:00	1.14065	1.14072	1.14032	1.14050	333	0	0
2022.01.17	18:45:00	1.14050	1.14098	1.14034	1.14095	328	0	0
2022.01.17	19:00:00	1.14096	1.14158	1.14086	1.14118	460	0	0
2022.01.17	19:15:00	1.14118	1.14129	1.14091	1.14098	180	0	0
2022.01.17	19:30:00	1.14099	1.14141	1.14088	1.14120	223	0	0
2022.01.17	19:45:00	1.14120	1.14130	1.14101	1.14118	244	0	0
2022.01.17	20:00:00	1.14118	1.14136	1.14116	1.14120	80	0	0
2022.01.17	20:15:00	1.14120	1.14136	1.14113	1.14127	64	0	0
2022.01.17	20:30:00	1.14125	1.14129	1.14101	1.14107	57	0	0
2022.01.17	20:45:00	1.14104	1.14104	1.14079	1.14079	65	0	0
2022.01.17	21:00:00	1.14078	1.14078	1.14070	1.14074	42	0	0
2022.01.17	21:15:00	1.14074	1.14078	1.14062	1.14068	69	0	0
2022.01.17	21:30:00	1.14067	1.14075	1.14065	1.14069	58	0	0
2022.01.17	21:45:00	1.14071	1.14075	1.14048	1.14050	91	0	0
2022.01.17	22:00:00	1.14049	1.14064	1.14048	1.14062	39	0	0
2022.01.17	22:15:00	1.14062	1.14084	1.14060	1.14084	40	0	0
2022.01.17	22:30:00	1.14084	1.14093	1.14078	1.14091	40	0	0
2022.01.17	22:45:00	1.14091	1.14093	1.14066	1.14067	77	0	0
2022.01.17	23:00:00	1.14066	1.14076	1.14048	1.14050	80	0	0
2022.01.17	23:15:00	1.14053	1.14076	1.14048	1.14072	76	0	0
2022.01.17	23:30:00	1.14072	1.14073	1.14056	1.14059	42	0	0
2022.01.17	23:45:00	1.14061	1.14071	1.14050	1.14062	115	0	0
2022.01.18	00:00:00	1.14067	1.14083	1.14066	1.14074	70	0	20
2022.01.18	00:15:00	1.14074	1.14074	1.14067	1.14070	37	0	25
2022.01.18	00:30:00	1.14070	1.14076	1.14066	1.14075	134	0	13
2022.01.18	00:45:00	1.14076	1.14079	1.14066	1.14067	116	0	9
2022.01.18	01:00:00	1.14065	1.14082	1.14055	1.14058	127	0	0
2022.01.18	01:15:00	1.14058	1.14076	1.14055	1.14056	95	0	0
2022.01.18	01:30:00	1.14057	1.14082	1.14055	1.14081	165	0	0
2022.01.18	01:45:00	1.14080	1.14102	1.14080	1.14100	79	0	0
2022.01.18	02:00:00	1.14100	1.14107	1.14078	1.14092	203	0	0
2022.01.18	02:15:00	1.14092	1.14152	1.14092	1.14122	256	0	0
2022.01.18	02:30:00	1.14122	1.14143	1.14119	1.14142	165	0	0
2022.01.18	02:45:00	1.14142	1.14191	1.14142	1.14187	303	0	0
2022.01.18	03:00:00	1.14188	1.14188	1.14157	1.14174	302	0	0
2022.01.18	03:15:00	1.14174	1.14206	1.14165	1.14169	264	0	0
2022.01.18	03:30:00	1.14170	1.14208	1.14155	1.14199	244	0	0
2022.01.18	03:45:00	1.14199	1.14207	1.14172	1.14190	275	0	0
2022.01.18	04:00:00	1.14190	1.14202	1.14176	1.14178	256	0	0
2022.01.18	04:15:00	1.14178	1.14196	1.14148	1.14173	235	0	0
2022.01.18	04:30:00	1.14172	1.14212	1.14168	1.14202	150	0	0
2022.01.18	04:45:00	1.14203	1.14203	1.14140	1.14186	693	0	0
2022.01.18	05:00:00	1.14185	1.14214	1.14174	1.14195	374	0	0
2022.01.18	05:15:00	1.14195	1.14197	1.14136	1.14140	359	0	0
2022.01.18	05:30:00	1.14140	1.14151	1.13941	1.13971	771	0	0
2022.01.18	05:45:00	1.13970	1.13986	1.13851	1.13926	925	0	0
2022.01.18	06:00:00	1.13926	1.14010	1.13914	1.13971	622	0	0
2022.01.18	06:15:00	1.13970	1.13977	1.13939	1.13939	456	0	0
2022.01.18	06:30:00	1.13940	1.14001	1.13939	1.13996	401	0	0
2022.01.18	06:45:00	1.13996	1.14021	1.13980	1.14016	342	0	0
2022.01.18	07:00:00	1.14015	1.14016	1.13952	1.13966	342	0	0
2022.01.18	07:15:00	1.13964	1.13978	1.13938	1.13940	278	0	0
2022.01.18	07:30:00	1.13939	1.13996	1.13926	1.13988	312	0	0
2022.01.18	07:45:00	1.13988	1.14005	1.13962	1.13971	364	0	0
2022.01.18	08:00:00	1.13970	1.13978	1.13939	1.13958	382	0	0
2022.01.18	08:15:00	1.13958	1.13988	1.13938	1.13980	324	0	0
2022.01.18	08:30:00	1.13980	1.14010	1.13966	1.13996	380	0	0
2022.01.18	08:45:00	1.13997	1.14046	1.13980	1.14012	497	0	0
2022.01.18	09:00:00	1.14011	1.14040	1.13940	1.13944	914	0	0
2022.01.18	09:15:00	1.13943	1.13977	1.13922	1.13958	868	0	0
2022.01.18	09:30:00	1.13958	1.14034	1.13937	1.14022	892	0	0
2022.01.18	09:45:00	1.14025	1.14047	1.13961	1.13972	856	0	0
2022.01.18	10:00:00	1.13972	1.14052	1.13959	1.13990	1172	0	0
2022.01.18	10:15:00	1.13992	1.14059	1.13982	1.14044	1119	0	0
2022.01.18	10:30:00	1.14044	1.14046	1.13924	1.13937	912	0	0
2022.01.18	10:45:00	1.13937	1.13975	1.13872	1.13948	988	0	0
2022.01.18	11:00:00	1.13948	1.14012	1.13917	1.13962	1014	0	0
2022.01.18	11:15:00	1.13962	1.13976	1.13918	1.13926	962	0	0
2022.01.18	11:30:00	1.13927	1.13969	1.13884	1.13893	893	0	0
2022.01.18	11:45:00	1.13894	1.13950	1.13861	1.13950	819	0	0
2022.01.18	12:00:00	1.13950	1.13994	1.13920	1.13928	724	0	0
2022.01.18	12:15:00	1.13929	1.13980	1.13926	1.13948	711	0	0
2022.01.18	12:30:00	1.13947	1.13962	1.13919	1.13921	566	0	0
2022.01.18	12:45:00	1.13921	1.13930	1.13900	1.13901	493	0	0
2022.01.18	13:00:00	1.13901	1.13922	1.13864	1.13896	696	0	0
2022.01.18	13:15:00	1.13896	1.13920	1.13863	1.13895	576	0	0
2022.01.18	13:30:00	1.13895	1.13902	1.13860	1.13902	546	0	0
2022.01.18	13:45:00	1.13900	1.13914	1.13834	1.13866	608	0	0
2022.01.18	14:00:00	1.13868	1.13883	1.13842	1.13847	735	0	0
2022.01.18	14:15:00	1.13848	1.13893	1.13814	1.13890	731	0	0
2022.01.18	14:30:00	1.13890	1.13899	1.13852	1.13884	608	0	0
2022.01.18	14:45:00	1.13884	1.13919	1.13814	1.13818	960	0	0
2022.01.18	15:00:00	1.13820	1.13829	1.13654	1.13669	1157	0	0
2022.01.18	15:15:00	1.13670	1.13706	1.13631	1.13661	1233	0	0
2022.01.18	15:30:00	1.13665	1.13804	1.13661	1.13772	1345	0	0
